2001128;超越-巧克力花园;巧克力花园(超越)
2001129;超越-亚奇之城;超越-亚奇之城
2001130;超越-矮人飞艇;矮人飞艇(超越)
2001131;超越-裘德王国首都;超越-裘德王国首都
2001132;超越-太阳宫殿;太阳宫殿(超越)
2001133;超越-太阳神地下祭坛;太阳神地下祭坛(超越)
2001134;超越-星际银河;宇宙开拓者：星际银河
2001135;超越-蚁穴迷踪;地城追猎者：蚁穴迷踪
2001136;超越-精神交错;无尽迷失者：精神交错
2001137;超越-腐化核心;神庙探索者：腐化核心
2001138;超越-白煤峡谷;超越-白煤峡谷
2001139;超越-瀑布丛林;瀑布丛林
2001140;超越-宝石丛林;宝石丛林
2001141;超越-修炼森林;超越-修炼森林
2001142;超越-浮游岛;浮游岛
2001143;超越-幻影毒雾沼泽地;幻影毒雾沼泽
2003002;家族互动：联盟会议;联盟营地
2003008;火鸡总动员;火鸡总动员
2003009;双旦竞速赛;双旦竞速赛
20061901;斗兽场勇士;斗兽场初级战场
20061902;奥尔卡海边探险;奥尔卡海边探险
20061903;丛林地带探秘;去丛林地带击败“野蛮人”20个
2003011;心随彩虹~相伴永远;心随彩虹
2003012;萌果彩虹庆生;萌果彩虹庆生
2003013;踏青游山~做青团;踏青游山
2003014;逃出马戏团;逃出马戏团
2003015;探索心之休憩地;探索心之休憩地
2003016;探索心之休憩地;探索心之休憩地
2003017;探索心之休憩地;探索心之休憩地
2003018;探索心之休憩地;探索心之休憩地
