20196;梦噬盾卫
20197;梦噬法师
20198;梦噬游侠
20199;梦魇战士
20200;梦魇盾卫
20201;梦魇法师
20202;梦魇游侠
21010;未选择投入代币和奖励
21011;代币不足，无法进行扭蛋
21012;积分不足，无法进行兑换
21013;包裹空间不足，请清理包裹
21014;昨日积分未达标，无法领取每日达标奖励
21015;积分不足，无法领奖
21016;无法领奖
21020;等级达到120级自动离开新手训练营
21021;创建时间满7天自动离开新手训练营
21022;对方已加入新手训练营，无法被邀请
21023;你已离开新手训练营
21024;你已加入新手训练营，无法创建家族
21025;排名奖励已经领取，请不要重复领奖。
30000;连接中
30001;非常抱歉，此用户ID不存在。
30002;非常抱歉，您输入的密码有误，请使用下方的密码找回功能，找回您的密码。
30003;该帐号已经在游戏中。\n请您稍等后再试。
30004;对不起，您的账号存在异常，暂时限制登录，请稍后尝试或联系彩虹客服热线-95105222*8037
30005;服务器正在重启中。\n详情请登陆官网http://chd.sdo.com新闻公告查看。
30006;您的版本不对，请至官网http://chd.sdo.com下载最新版本。
30007;连接失败。
30008;当前连接用户太多导致连接延迟。\n请稍等。
30009;用户名或密码错误。
30010;请重新运行。
30011;由于您当前帐号(角色)存在违反法律法规或用户协议的行为，故停止服务。
如有异议请登陆kf.sdo.com进行申诉。
30012;客户端版本不是最新版本，请退出游戏重新打开客户端，并进行更新。
30013;?? ?? ??? ??? ??? ??????. \n??? ??? ???? ??? ?? ?? ??? ?? ?????.
30021;无此帐号。\n请您前往官方主页http://chd.sdo.com进行注册。
30022;用户名认证失败，请重新登陆或参考网站公告。
30050;非常抱歉，因该区服当前用户数量过多，为保证玩家正常游戏体验已暂时关闭新账户创建通道。\n建议您选择其他区服体验游戏内容。
40000;人物生成中。
40001;该角色名已经被使用。\n请另起一个更动听的名字吧。
40002;不能使用的此角色名。
40003;角色名的长度不符。
40004;角色名中有未允许的文字。
40005;可以使用
40006;名字已存在。\n请输入其他名字。
40007;尚未输入角色名. \n请输入角色名
40008;尚未进行昵称重复确认.\n请进行昵称是否重复的确认。
40009;是否重新开始引导
50001;人员已满。\n请您使用其它频道。
50002;服务器正在维护中。
60000;连接中。\n请稍候。
60001;人员已满。\n请您使用其它房间。
60002;服务器正在维护中。
60010;人物删除中。
60011;Delete
60012;删除等待中…
60013;天
60014;时间
60015;分钟
60016;确定删除？
60017;%d后删除
60018;超过%d级时会变为删除待机状态。
60019;%d秒后变为删除待机状态。
60021;删除角色次数已经超过了40次以上，因此无法继续删除。
60031;没有剩余的人物窗口.\n请使用扩充道具增加人物窗口
60032;无法生成更多的人物
70000;连接服务器不成功或频道人数已满。
70001;通畅
70002;舒适
70003;忙碌
70004;已满
80001;正在读取游戏世界列表。 \n请稍候。
80002;正在读取频道列表。 \n请稍候。
80003;正在读取人物列表。 \n请稍候。
80004;正在连接到最终连接频道 \n请稍等
80005;???? ??? ??????. \n?? ?? ???? ?????.
80006;???? ??? ??????. \n?? ??? ??? ????.
80011;由于玩家信息有误，服务器连接延迟。
80012;由于游戏人物信息有误，服务器连接延迟。
80013;服务器连接延迟。
80014;连接服务器失败，请查看服务器公告或检查您当地的网络环境是否正常，稍后尝试登陆。
80021;角色生成限制
80022;该服务器对角色生成有限制。
90001;密钥不一致。
90002;安全模块需要更新,请重新启动游戏更新安全模块.
91111;您还有%d分钟即可获取一份奖品！
91112;您已经获得了一份奖品，点击宝箱图标打开它吧！
91113;您目前还不能领取奖励，请在倒计时结束后领取
91114;您获得了新手奖励宝箱！再接再厉！
91115;您身上的包裹已经满了，请清理包裹后再领取奖品。
91116;您获得了<超级戒指(24小时)>!
91117;恭喜您获得了<%s>%d个，请在包裹中的任务道具栏中查看！
91118;您还有%d分钟%d秒即可获取一份奖品！
91119;新角色建立起的7天内，每天都能获得大礼噢！
91120;您获得了<大型葡萄药丸礼包>!
91121;您获得了<高级HP潜力药水礼包>!
91122;%d分钟后您将获得第%s份礼物，请您不要离开游戏！
170101;您累计在线时间已满1小时
170102;您累计在线时间已满2小时
170103;您累计在线时间已满3小时，请您下线休息，做适当身体活动。\n您已经进入疲劳游戏时间，您的游戏收益将降为正常值的50％，为了您的健康，请尽快下线休息，做适当身体活动，合理安排学习生活
170104;您已经进入疲劳游戏时间，您的游戏收益将降为正常值的50％，为了您的健康，请尽快下线休息，做适当身体活动，合理安排学习生活
170105;您已进入不健康游戏时间，为了您的健康，请您立即下线休息。如不下线，您的身体将受到损害，您的收益已降为零，直到您的累计下线时间满5小时后，才能恢复正常
170201;您已进入不健康游戏时间，不能接取任务了哦，请充分休息后再来
170202;您已进入不健康游戏时间，不能完成任务了哦，请充分休息后再来
263301;领取工资
263302;工资数量：
263303;每天可以领取一次家族工资，家族等级与家族职位会影响工资的数量。
310000;加锁成功
310001;该物品已加过锁
310002;该物品不能加锁
310003;该物品未加锁
310004;您已成功解锁该物品
310005;未设定密码
310006;已设置密码
310007;已解锁密码
310008;强行解锁中\n剩余时间：%d分钟
310009;您已采取强制措施解除密码，若记起密码可返回此处取消该操作
310010;物品锁创建成功
310011;与上次密码输入不一致，请重新输入
310012;请先输入密码
310013;密码错误%d次，连续错误5次当日内不可再解锁
310014;解锁成功
310015;密码修改成功
310016;请先解除物品锁
310017;强行解锁之后，需要等待10天密码才会自动解除，确定强行解除？
310018;取消之后强行解锁进程将终止，确定进行此操作？
310019;登陆时间不足5分钟，请稍后再来
310020;勾选后，下次上线进行商城购买时需要物品解锁，确定执行此操作？
310021;勾选后，下次上线商城将不受物品锁保护，确定执行此操作？
310022;您现在处于物品加锁状态，若要购买物品，请先返回物品锁界面进行解锁！
310023;当日连续输入错误次数达到5次，无法继续解锁
310024;失败后道具和材料将消失
310025;缺少镶嵌材料
310026;请先拖入装备并选择可操作属性
310027;请拖入正确的成功率材料
310028;该物品不可被镶嵌
310029;失败后道具不消失，材料消失
310030;ely不足，不可镶嵌
310031;激活塔层
310032;点击激活通天塔新阶段(需通关当前最高阶段,阶段已开启或正在激活过程时无法再次进行开启)
660001;请稍后再尝试
660002;活力值不足,无法继续挑战
660003;荣誉等级不足以支持本次挑战,请继续修炼(可通过扫荡累积荣誉值提升荣誉等级)
660004;缺少"通天塔扫荡指令书",无法进行扫荡作战.(可通过每日任务或商城购买获得通天扫荡指令书)
660005;恭喜勇敢的冒险者将魔物清理完毕,获得：%s
660006;只有完全通关阶段后才能进行开启(已开启或激活的阶段不可重复开启)
660007;激活通天塔新阶段,静待后续的勇士协力开启
660008;阶段已开启或已进入激活状态
660009;更高阶段尚未开启或正在激活中,待正式开启后方可继续闯关
660010;包裹已满,无法领取奖励.
660012;石头剪子布活动每天只能参加3次哟。
767670;不满足活动参与等级或活动时间未到，无法进行传送。
777007;请期待新活动的上线！
777008;吸收星座之力~获得了%s。
777009;兑换失败。
777010;材料不足，无法进行兑换。（小贴士：在无尽繁星大厅中可以获得兑换所需的物品哦~）
888001;帽子已显示
888002;帽子已隐藏
888003;是否要花费%sely，隐藏时装帽子？
888004;ely不足
888005;哎呀！你的钱好像没有带够哦~
888006;你的上一个红包还在争抢中，请稍后再试哦~
888007;有福同享！祝大家新年快乐！
888008;按照红包个数，红包总额被分为多份，每份所含份额随机。按照抢到红包的顺序，每份红包将依次被分给玩家。红包抢完后，之后的玩家则无法抢到红包。系统将收取红包总额的9%作为手续费。发全服红包金额最多的玩家将会成为财神哦。
888009;抢到了！手速真快哦~
888010;哎呀，好可惜，差一点点就抢到了！
888012;红包内剩余的金额已经返还至你的邮箱，请注意查收哦~
888013;你抢到的红包金额已经发送到你的邮箱，请注意查收哦~
888014;恭喜你成为两小时内发出的全服红包金额第一的玩家，获得了大财神特效和‘我是大富翁’称号书，快去邮箱领取吧！
888015;恭喜你成为两小时内发出的全服红包金额第%d的玩家，获得了小财神特效道具和‘我是大富翁’称号书，快去邮箱领取吧！
888016;恭喜你成为两小时内发出的全服红包金额第%d的玩家，你获得了‘我是大富翁’称号书，快去邮箱领取吧！
888017;恭喜你成为两小时内抢到的全服红包金额第一的玩家，你获得了乞丐特效道具，快去邮箱领取吧！
888018;两小时内全服发出和抢到的红包金额最多的玩家已经公布啦，[%s]成为了大财神。[%s]成为了乞丐。小财神特效和“我是大富翁”称号书也都已经分配给了对应的玩家，赶紧去邮箱查收哦~
888019;红包道具不足，请在商城购买！
888020;[%s]抢到了你的红包中的[%s]ely~你可以通过右下角的红包按钮查看你的红包领取情况哦~
888021;你发的红包已结束，请点击右下角的红包按钮查看该红包的领取情况~
888022;是否显示时装帽子？
888023;红包活动还未开启，具体时间可在彩虹岛官方网站上查询。
1000011;战斗物品
1000012;时装
1000013;特效物品
1000021;消耗
1000022;强化
1000023;消耗
1000024;告白版
1000025;定位仪
1000026;追随
1000027;抓人
1000030;其它
1000031;强化材料
1000040;活动
1000041;任务
1000042;活动
1000043;活动
1000051;宠物装备
1000052;宠物消耗
1000060;外壳
1000070;梦境消耗
1000071;梦境装备
1000072;梦境普通
1000081;恭喜您完成每日修行[%s]获得了[%d]点活跃度。
1000082;恭喜您获得了[%s]。
1000083;本周[%d]天达到了150点活跃度，恭喜您获得了[%s]。
1000084;字幕喇叭频道使用中，请稍候再试。
1000085;已超过领奖时间，请换线或重新登陆再操作。
1000086;转职未成功，请卸下身上的装备后再试。
1000087;您的邮件过多，无法进行宠物摆摊。请清理邮箱后，再操作。
1000088;您的邮件过多，无法购买。请清理邮箱后，再操作。
1000089;任务可接等级: %d 级
1000090;由宠物商店内购买获得。
1000091;请换线后稍后再试~
1000092;该物品无法购买和赠送。
1000093;加载中
1000094;无法购买
1000095;您的包裹已满，请清理出足够的空间。
1000096;请至商城购买魔法时尚卡。
1000097;消耗了%d张魔法卡，^_^恭喜您获得%s！点击“领取”获得当前奖励,点击“保留积分”获得相应积分。
1000098;^_^可再用1张魔法时尚卡获得抽取其他奖励的机会，点击“再来一次”即可。
1000099;^_^可再用2张魔法时尚卡获得抽取其他奖励的机会，点击“再来一次”即可。
1000100;^_^可再用4张魔法时尚卡获得抽取其他奖励的机会，点击“再来一次”即可。
1000101;恭喜您获得了%s，请在包裹内查看！
1000102;恭喜您获得了%d点积分！
1000103;魔法时尚屋正在更新，请稍后再试！
1000104;恭喜您成功兑换了%s，请在包裹内查看！
1000105;赶紧至魔法师NPC处点击“魔力开启”开启你的魔幻时尚之旅吧！
1000106;您的积分不足，无法兑换。
1000107;您还剩余%d点积分。
1000108;海氏王朝独家设计，卓越冒险家精心打造，成就经典，超越梦幻。魔法时尚屋，只为等你……
1000109;完成此次兑换，您还剩余%d点积分。
1000110;您在"点券消费自助管理"关闭了该应用的点券消费，请至xfbh.sdo.com设置开通。
1000111;您关闭了点券消费功能，可通过手机APP开通txz.sdo.com
1000112;您的点券消费已被屏蔽
1000113;有效期：永久
1000114;您的历史积分不足，无法兑换。
1000115;您还剩余%d点历史积分。
1000116;完成此次兑换，您还剩余%d点历史积分。
1000117;超长期
1000118;已超过拍卖价格的最高上限
1000119;不能拍卖
1000120;拍卖分类：%s
1000121;缺少足够数量的彩虹星钻卡，请至商城购买。
1000122;需要%d张彩虹星钻卡，确定开启吗？
1000123;对不起，对方屏蔽了“派对邀请”。
1000124;对不起，对方拒绝了您的请求。
1000125;84257
1000126;84258
1000127;不再提醒
1000128;派对即将结束，还剩%d分钟
1000129;%s 申请进入您的派对 
1000130;%s 邀请您进入派对
1000131;对方接受了您的请求。
1000132;您已成功续费，派对将延长30分钟。
1000133;对不起，续费失败。请稍后尝试。
1000134;84342
1000135;您选择了%s。
1000136;您已开启了派对，请在派对结束后再重新开启哟~
1000137;对不起，对方屏蔽了“派对申请”。
1000138;对不起，派对邀请人数已达到上限，不能进入派对。
1000139;对不起，您所邀请的玩家在副本内或已在派对里，请稍后再邀请。
1000140;您已邀请了%d 个小伙伴，还剩余%d 个名额哟~
1000141;请放入拼图属性转移道具
1000142;请放入被转移道具
1000143;请放入拼图属性转移水晶
1000144;被转移道具不符合转移条件，请重新选择
1000145;原拼图属性
1000146;转移拼图属性
1000147;属性数量相等和相同的道具才能被转移覆盖
1000148;转移成功后原道具转移属性和稀有度被清除
1000149;对不起，您的道具类型不符合属性转移的条件
1000150;对不起，您的道具没有拼图属性
1000151;需要相同类型的道具才可以进行属性转移
1000152;需要相同拼图属性类型的道具才可以进行属性转移
1000153;需要相同拼图属性数量的道具才可以进行属性转移
1000154;需要放入属性转移道具
1000155;对不起，该道具不支持当前类型道具的属性转移
1000156;属性转移道具数量不足，需要%d个%s,请前往商城购买。
1000157;对不起，已超过拼图属性强化最高等级，请重新选择放置。
1000158;对不起，不能进行拼图转移。
1000159;已达到最高耐久度上限,耐久无法提升。
1000160;专家发型变色，务必保证发型与预览发型一致哟～吼吼～
1000161;创意染色券
1000162;85967
1000163;85969
1000164;85972
1000165;暂无优惠活动哟^0^~
1000166;赠送大礼包
1000167;该地图不能打开聚优惠，请稍后尝试哟~~
1000168;6
1000169;1800
1000170;活动已过期哟~请尝试重新打开聚优惠
1000171;已购买成功喔~请查看包裹或邮箱哇~~~~~买买买！
1000172;很抱歉，创建过程中角色名被占用，请重新起名哟~~
1000173;商城帮助
1000174;在相应页签下点击物品,即可预览穿戴后的造型.
1000175;双击页签下的物品即可放入"试穿记录".
1000176;首页常年特价.关注
1000177;511110071
1000178;抱歉,该玩家不存在.请重新输入.
1000179;对不起，您的好友暂时无应答.
1000180;http://chd.sdo.com/web6/home/index.asp
1000181;获得更多打折信息.
1000182;http://act2.chd.sdo.com/project/client_lunbo/index.asp
1000300;要装备上已觉醒的宠物才能有潜能效果哦~
1000301;收集相应的材料道具，让宠物潜能觉醒吧~
1000302;收集满该宠所需的物品即可普通觉醒~
1000303;请选择心仪的潜能吧~只能选择一条哦~
1000304;你还没有装备宠物哦~\n获得宠物的方法：\n可以从商场里的[宠物]页签购买
1000305;技能书拖动到技能栏中即可学习技能\n鼠标右键点击即可遗忘技能哦~
1000306;不同分组的宠物（必须满级）可以组合出不同的阵型效果~至于什么效果嘛…要自己去尝试哟~
1000307;缺少一个“宠物不老草（三个月）”
1000308;请将需要升级/学习技能的宠物放入此栏位（普通宠需先卸下）
1000309;请将所需要的素材（升级药品或技能书）放到此栏位
1000310;可在此查看升级后的宠物
1000311;宠物升级成功~
1000312;背包宠物已满，无法解除宠物。
1000313;宠物系统改动：
1000314;    1、装备宠物个数上限 %s → %s
1000315;    2、修改了宠物阵型
1000316;    3、宠物潜能觉醒功能已上线                                                  
1000317;关于宠物技能：
1000318;    1、超级宠需要学习技能时，可以在“宠物技能”界面直接拖拽技能书到技能栏学习。（超级宠就是宠物名字前缀为“超级”的宠物，其余的普通宠物技能是天生的哦，不能学习技能书~）
1000319;    2、宠物食品%s边的框框放的是%s宠物的食品，%s边的框框放的是%s宠物的食品~                                                               3、宠物食物袋依然可以无限喂食，但是需要把食物袋拖动到“宠物技能”栏的宠物头像中或者“宠物信息”栏的宠物形象中来投喂哦~                          
1000320;关于宠物升级：
1000321;    1、沿用了旧版宠物的功能，可以在此%s与%s
1000322;    2、直接将上方宠物框中的宠物拖拽至升级栏，再将所需的物品拖拽至所需物品栏，即可升级宠物
1000323;    3、普通宠物升级时请先卸下~                                                     
1000324;关于宠物阵型：
1000325;    1、宠物一共有7种分类，分别是：%s、%s、%s、%s、%s、%s、%s。
1000326;    2、只有%s的宠物才能触发宠物的阵型，加油升级哟~
1000327;    3、不同分组的宠物在不同搭配的情况下有不同的属性加成效果
1000328;    4、很特殊的搭配有彩蛋属性哟~~                                                     
1000329;关于灵宠：
1000330;    1、灵宠需要学习技能时，可以在“灵宠”界面拖拽技能书学习技能，右键点击技能可以遗忘该技能
1000331;    2、灵宠满足升级所需经验时，将灵宠进化口粮（例如神力之口粮）拖拽至“%s”框内即可升级
1000332;    3、修改了灵宠的界面
1000333;    4、增加了隐藏灵宠的功能
1000334;    5、修改了灵宠说话的界面和内容                                                      
1000335;关于宠物潜能：
1000336;    1、每个宠物天生都有自己的潜能，正在等待你的挖掘。
1000337;    2、按照相应的要求收集足够的物品，即可对宠物进行%s。宠物潜能等级从低到高为：D、C、B、A、S、R。
1000338;宠物栏满啦,不能再扩啦~~
1000339;缺少一个“宠物栏激活符”
1000340;请放置“灵宠之语”技能书~
1000341;宠物说话内容不合法，请修改~
1000342;宠物名称不合法，请修改~
1000343;消耗一个“%s”
1000344;来激活“%s”吗？
1000345;来对沉睡的“%s”进行续时吗？
1000346;是否让宠物学习“%s”？
1000347;请先装备好灵宠喔~
1000348;灵宠等级不够喔~不能使用更多的宠物对话~
1000349;确定使用新的灵宠之语覆盖该段宠物话语吗？
1000350;是否将宠物名字改为“%s”？
1000351;身上宠物已满
1000352;左框放入灵宠之语即可让灵宠学会说话，每50级开通一个灵宠说话栏
1000353;确认要遗忘该技能吗？
1000354;使用%s道具，对%s宠物进行特殊觉醒。特殊觉醒与收集物品进度无关，可立刻进行，并会设置%s级以上的潜能。
1000355;背包中缺少一个%s道具，请确认后重新尝试。
1000356;恭喜！成功完成了潜能觉醒。
1000357;什么是潜能觉醒？\n\n你的宠物天生就有一种潜能，正在等待你的挖掘。\n收集材料，试着觉醒宠物隐藏的能力吧。
1000358;请检查道具堆叠数或整理背包后再试
1000359;请选择尝试要进行觉醒的宠物
1000360;    3、使用%s道具，即可马上觉醒该宠物，并且获得%s级以上的潜能。
1000361;    4、无论是%s，还是%s，都有一定的概率获得%s个潜能，但每个宠物都只能选择其中一条。
1000362;    5、宠物普通觉醒道具可分别在“艾丽娅斯的王国公告”、“艾尔法城市的托特”、“上京的乔治普”兑换以及“古代艾尔法、海加尔大桥、无限梦境”副本掉落
1000363;宠物有潜能属性没有选择，无法脱下宠物
1000364;请先选择心仪的潜能~
1000370;需要%s个%s和%sEly来对该技能升级，确定升级吗？
1000371;使用%s道具，扩充一个新的技能页吗？
1000372;缺少所需道具
1000373;没有足够的Ely
1000374;当前时间不能兑换，请仔细查看可以兑换物品的时间哦~
1000375;今天的兑换次数满了哦~
1000376;您还没有伴侣，不能创建副本。
1000377;您的伴侣不在队伍中，不能创建副本。
1000378;队伍中还有除配偶外的其他人在场，不能创建副本。
1001000;普通种子
1001010;强力种子
1010001;类型：
1010002;性别：
1010003;使用级别：%d
1020010; 声望 %+d
1020011; 声望 %+d％
1020014; 力量 %+d
1020015; 力量 %+d％
1020018; 幸运 %+d
1020019; 幸运 %+d％
1020022; 魔法力 %+d
1020023; 魔法力 %+d％
1020026; 体力 %+d
1020027; 体力 %+d％
1020030; 最大生命值 %+d
1020031; 最大生命值 %+d％
1020034; 最大法力值 %+d
1020035; 最大法力值 %+d％
1020038; 属性力 %+d
1020039; 属性力 %+d％
1020042; 风属性 %+d
1020043; 风属性 %+d％
1020046; 火属性 %+d
1020047; 火属性 %+d％
1020050; 地属性 %+d
1020051; 地属性 %+d％
1020054; 休息 恢复HP %+d
1020055; 休息 恢复HP %+d％
1020058; 休息 恢复SP %+d
1020059; 休息 恢复SP %+d％
1020062; 最大攻击力 %+d
1020063; 最大攻击力 %+d％
1020066; 最小攻击力 %+d
1020067; 最小攻击力 %+d％
1020070; 魔法抵抗力 %+d
1020071; 魔法抵抗力 %+d％
1020074; 风抵抗力 %+d
1020075; 风抵抗力 %+d％
1020078; 火抵抗力 %+d
1020079; 火抵抗力 %+d％
1020082; 地抵抗力 %+d
1020083; 地抵抗力 %+d％
1020086; 最终减伤 %+d％
1020087; 根据当前值增加最终减伤 %+d％
1020090; 物理最小伤害 %+d％
1020091; 最终物理最小伤害 %+d％
1020094; 物理最大伤害 %+d％
1020095; 最终物理最大伤害 %+d％
1020098; 魔法最小伤害 %+d％
1020099; 最终魔法最小伤害 %+d％
1020102; 魔法最大伤害 %+d％
1020103; 最终魔法最大伤害 %+d％
1020106; 移动速度 %+d
1020107; 移动速度 %+d％
1020110; 弹跳力 %+d
1020111; 弹跳力 %d％
1020114; 绳索移动速度 %+d
1020115; 绳索移动速度 %+d％
1020118; 梯子移动速度 %+d
1020119; 梯子移动速度 %+d％
1020121; 技能点%+d
1020125; 基础经验值获取 %+d％
1020128; 金钱获取 %+d％
1020129; 基础金钱获取 %+d％
1020132; 物品掉落概率 %+d％
1020133; 基础物品掉落概率 %+d％
1020136; 多属性掉落概率 %+d％
1020137; 基础多属性掉落概率 %+d％
1020140; 物理伤害 %+d
1020141; 物理伤害 %+d％
1020144; 物理伤害减少 %+d
1020145; 物理伤害减少 %+d％
1020148; 物理贯穿力 %+d％
1020149; 物理贯穿力 %+d％
1020152; 跳跃攻击力 %+d
1020153; 跳跃攻击力 %+d％
1020156; 物理暴击伤害 %+d％
1020157; 最终物理暴击伤害 %+d％
1020158; 物理暴击概率 %+d％
1020159; 基础物理暴击概率 %+d％
1020162; 魔法暴击伤害 %+d％
1020163; 最终魔法暴击伤害 %+d％
1020164; 魔法暴击概率 %+d％
1020165; 基础魔法暴击概率 %+d％
1020168; 治疗暴击恢复量 %+d％
1020169; 基础痊愈暴击恢复量 %+d％
1020172; 治疗暴击概率 %+d％
1020173; 基础痊愈暴击概率 %+d％
1020176; 物理命中率 %+d％
1020177; 物理命中率 %+d％
1020180; 魔法命中率 %+d％
1020181; 魔法命中率 %+d％
1020184; 物理躲闪率 %+d％
1020185; 物理躲闪率 %+d％
1020188; 魔法躲闪率 %+d％
1020189; 魔法躲闪率 %+d％
1020192; 物理背击伤害 %+d％
1020193; 最终物理背击伤害 %+d％
1020196; 魔法背击伤害 %+d％
1020197; 最终魔法背击伤害 %+d％
1020200; 力量效率[+] %+d％
1020201; 最终力量效率[+] %+d％
1020204; 力量效率[%] %+d％
1020205; 最终力量效率[%] %+d％
1020208; 魔法力效率[+] %+d％
1020209; 最终魔法力效率[+] %+d％
1020212; 魔法力效率[%] %+d％
1020213; 最终魔法力效率[%] %+d％
1020216; 防御力 %+d
1020217; 防御力 %+d％
1020218; 属性力伤害(物理) %+d
1020219; 风伤害(物理) %+d
1020220; 火伤害(物理) %+d
1020221; 地伤害(物理) %+d
1020224; 生命值基础治疗量 %+d
1020225; 生命值痊愈量 %+d％
1020228; 法力值痊愈量 %+d
1020229; 法力值痊愈量 %+d％
1020232; 生命值痊愈效果 %+d％
1020233; 生命值痊愈效果 %+d％
1020236; 法力值痊愈效果 %+d％
1020237; 法力值痊愈效果 %+d％
1020240; 魔法伤害 %+d
1020241; 魔法伤害 %+d％
1020244; 魔法伤害减少 %+d
1020245; 魔法伤害减少 %+d％
1020254; 属性力最小伤害 %+d％
1020255; 最终属性力最小伤害 %+d％
1020258; 属性力最大伤害 %+d％
1020259; 最终属性力最大伤害 %+d％
1020262; 风属性最小伤害 %+d％
1020263; 基础风属性最小伤害 %+d％
1020266; 风属性最大伤害 %+d％
1020267; 基础风属性最大伤害 %+d％
1020270; 火属性最小伤害 %+d％
1020271; 基础火属性最小伤害 %+d％
1020274; 火属性最大伤害 %+d％
1020275; 基础火属性最大伤害 %+d％
1020278; 地属性最小伤害 %+d％
1020279; 基础地属性最小伤害 %+d％
1020282; 地属性最大伤害 %+d％
1020283; 基础地属性最大伤害 %+d％
1020284; 物理免疫 
1020285; 魔法免疫 
1020286; 魔法伤害免疫 
1020287; 风属性免疫 
1020288; 火属性免疫 
1020289; 地属性免疫 
1020292; 魔法贯穿力 %+d％
1020293; 魔法贯穿力 %+d％
1020296; 生命值基础治疗量 %+d％
1020297; 生命值痊愈量 %+d％
1020300; 法力值痊愈量 %+d％
1020301; 法力值痊愈量 %+d％
1020302; 毒免疫 
1020303; 出血免疫 
1020304; 诅咒免疫 
1020307; 毒伤害（毒发生时） %+d
1020308; 毒伤害（毒发生时） %+d
1020311; 出血伤害（出血发生时） %+d
1020312; 出血伤害（出血发生时） %+d
1020315; 诅咒伤害（诅咒发生时） %+d
1020316; 诅咒伤害（诅咒发生时） %+d
1020319; 毒伤害（毒发生时） %+d％
1020320; 毒伤害（毒发生时） %+d％
1020323; 出血伤害（出血发生时） %+d％
1020324; 出血伤害（出血发生时） %+d％
1020327; 诅咒伤害（诅咒发生时） %+d％
1020328; 诅咒伤害（诅咒发生时） %+d％
1020331; 毒抵抗力 %d％
1020332; 毒抵抗力 %d％
1020335; 出血抵抗力 %d％
1020336; 出血抵抗力 %d％
1020339; 诅咒抵抗力 %d％
1020340; 诅咒抵抗力 %d％
1020365; 使用级别 %d％
1020369; 拼图成功几率 %+d％
1020389; 竞技点 %+d％
1020394; 钓鱼额外道具获得率 %+d％
1020408; 眩晕抗性 %+d
1020409; 昏睡抗性 %+d
1020411; 属性重置成功几率 %+d％
1020430; 最大 能力值 %+d
1020431; 最大 战技值 %+d
1020432; 最大 御力值 %+d
1020433; 最大 刺杀值 %+d
1020434; 最大 能量槽 %+d
1020435; 最大 弹夹槽 %+d
1020440; 技能冷却时间减少 %+d‰
1020448; 混乱抗性 %+d‰
1020454; 钓鱼额外获得几率 %+d％
1020455; 所有属性 %+d
1020456; 所有属性 %+d％
1020457; 水,火,地,风,黑暗 属性 %+d
1020458; 水,火,地,风,黑暗 抵抗力 %+d
1020459; 所有属性最小伤害 %+d％
1020460; 所有属性最大伤害 %+d％
1020461; 物理/魔法 最大伤害 %+d％
1020462; 物理/魔法 最小伤害 %+d％
