171;100;1;1. 力量 %+d;
172;100;2;2. 力量 %+d;
173;100;3;3. 力量 %+d;
174;100;4;4. 力量 %+d;
175;100;5;5. 力量 %+d;
176;100;6;6. 力量 %+d;
177;100;7;7. 力量 %+d;
178;100;8;8. 力量 %+d;
179;100;9;9. 力量 %+d;
180;100;10;10. 力量 %+d;
181;100;11;11. 力量 %+d;
182;100;12;12. 力量 %+d;
183;100;13;13. 力量 %+d;
184;100;14;14. 力量 %+d;
185;100;15;15. 力量 %+d;
301;300;1;1. 幸运 %+d;
302;300;2;2. 幸运 %+d;
303;300;3;3. 幸运 %+d;
304;300;4;4. 幸运 %+d;
305;300;5;5. 幸运 %+d;
306;300;6;6. 幸运 %+d;
307;300;7;7. 幸运 %+d;
308;300;8;8. 幸运 %+d;
309;300;9;9. 幸运 %+d;
310;300;10;10. 幸运 %+d;
311;300;1;1. 幸运 %+d;
312;300;2;2. 幸运 %+d;
313;300;3;3. 幸运 %+d;
314;300;4;4. 幸运 %+d;
315;300;5;5. 幸运 %+d;
316;300;6;6. 幸运 %+d;
317;300;7;7. 幸运 %+d;
318;300;8;8. 幸运 %+d;
319;300;9;9. 幸运 %+d;
320;300;10;10. 幸运 %+d;
321;300;1;1. 幸运 %+d;
322;300;2;2. 幸运 %+d;
323;300;3;3. 幸运 %+d;
324;300;4;4. 幸运 %+d;
325;300;5;5. 幸运 %+d;
326;300;6;6. 幸运 %+d;
327;300;7;7. 幸运 %+d;
328;300;8;8. 幸运 %+d;
329;300;9;9. 幸运 %+d;
330;300;10;10. 幸运 %+d;
331;300;1;1. 幸运 %+d;
332;300;2;2. 幸运 %+d;
333;300;3;3. 幸运 %+d;
334;300;4;4. 幸运 %+d;
335;300;5;5. 幸运 %+d;
336;300;6;6. 幸运 %+d;
337;300;7;7. 幸运 %+d;
338;300;8;8. 幸运 %+d;
339;300;9;9. 幸运 %+d;
340;300;10;10. 幸运 %+d;
341;300;11;11. 幸运 %+d;
342;300;12;12. 幸运 %+d;
343;300;13;13. 幸运 %+d;
344;300;14;14. 幸运 %+d;
345;300;15;15. 幸运 %+d;
346;300;11;11. 幸运 %+d;
347;300;12;12. 幸运 %+d;
348;300;13;13. 幸运 %+d;
349;300;14;14. 幸运 %+d;
350;300;15;15. 幸运 %+d;
351;300;1;1. 幸运 %+d;
352;300;2;2. 幸运 %+d;
353;300;3;3. 幸运 %+d;
354;300;4;4. 幸运 %+d;
355;300;5;5. 幸运 %+d;
356;300;6;6. 幸运 %+d;
357;300;7;7. 幸运 %+d;
358;300;8;8. 幸运 %+d;
359;300;9;9. 幸运 %+d;
360;300;10;10. 幸运 %+d;
361;300;11;11. 幸运 %+d;
362;300;12;12. 幸运 %+d;
363;300;13;13. 幸运 %+d;
364;300;14;14. 幸运 %+d;
365;300;15;15. 幸运 %+d;
371;300;1;1. 幸运 %+d;
372;300;2;2. 幸运 %+d;
373;300;3;3. 幸运 %+d;
374;300;4;4. 幸运 %+d;
375;300;5;5. 幸运 %+d;
376;300;6;6. 幸运 %+d;
377;300;7;7. 幸运 %+d;
378;300;8;8. 幸运 %+d;
379;300;9;9. 幸运 %+d;
380;300;10;10. 幸运 %+d;
381;300;11;11. 幸运 %+d;
382;300;12;12. 幸运 %+d;
383;300;13;13. 幸运 %+d;
384;300;14;14. 幸运 %+d;
385;300;15;15. 幸运 %+d;
501;500;1;1. 魔法力 %+d;
502;500;2;2. 魔法力 %+d;
503;500;3;3. 魔法力 %+d;
504;500;4;4. 魔法力 %+d;
505;500;5;5. 魔法力 %+d;
506;500;6;6. 魔法力 %+d;
507;500;7;7. 魔法力 %+d;
508;500;8;8. 魔法力 %+d;
509;500;9;9. 魔法力 %+d;
510;500;10;10. 魔法力 %+d;
511;500;1;1. 魔法力 %+d;
512;500;2;2. 魔法力 %+d;
513;500;3;3. 魔法力 %+d;
514;500;4;4. 魔法力 %+d;
515;500;5;5. 魔法力 %+d;
516;500;6;6. 魔法力 %+d;
517;500;7;7. 魔法力 %+d;
518;500;8;8. 魔法力 %+d;
519;500;9;9. 魔法力 %+d;
520;500;10;10. 魔法力 %+d;
521;500;1;1. 魔法力 %+d;
522;500;2;2. 魔法力 %+d;
523;500;3;3. 魔法力 %+d;
524;500;4;4. 魔法力 %+d;
525;500;5;5. 魔法力 %+d;
526;500;6;6. 魔法力 %+d;
527;500;7;7. 魔法力 %+d;
528;500;8;8. 魔法力 %+d;
529;500;9;9. 魔法力 %+d;
530;500;10;10. 魔法力 %+d;
531;500;1;1. 魔法力 %+d;
532;500;2;2. 魔法力 %+d;
533;500;3;3. 魔法力 %+d;
534;500;4;4. 魔法力 %+d;
535;500;5;5. 魔法力 %+d;
536;500;6;6. 魔法力 %+d;
537;500;7;7. 魔法力 %+d;
538;500;8;8. 魔法力 %+d;
539;500;9;9. 魔法力 %+d;
540;500;10;10. 魔法力 %+d;
541;500;11;11. 魔法力 %+d;
542;500;12;12. 魔法力 %+d;
543;500;13;13. 魔法力 %+d;
544;500;14;14. 魔法力 %+d;
545;500;15;15. 魔法力 %+d;
546;500;11;11. 魔法力 %+d;
547;500;12;12. 魔法力 %+d;
548;500;13;13. 魔法力 %+d;
549;500;14;14. 魔法力 %+d;
550;500;15;15. 魔法力 %+d;
551;500;1;1. 魔法力 %+d;
552;500;2;2. 魔法力 %+d;
553;500;3;3. 魔法力 %+d;
554;500;4;4. 魔法力 %+d;
555;500;5;5. 魔法力 %+d;
556;500;6;6. 魔法力 %+d;
557;500;7;7. 魔法力 %+d;
558;500;8;8. 魔法力 %+d;
559;500;9;9. 魔法力 %+d;
560;500;10;10. 魔法力 %+d;
561;500;11;11. 魔法力 %+d;
562;500;12;12. 魔法力 %+d;
563;500;13;13. 魔法力 %+d;
564;500;14;14. 魔法力 %+d;
565;500;15;15. 魔法力 %+d;
571;500;1;1. 魔法力 %+d;
572;500;2;2. 魔法力 %+d;
573;500;3;3. 魔法力 %+d;
574;500;4;4. 魔法力 %+d;
575;500;5;5. 魔法力 %+d;
576;500;6;6. 魔法力 %+d;
577;500;7;7. 魔法力 %+d;
578;500;8;8. 魔法力 %+d;
579;500;9;9. 魔法力 %+d;
580;500;10;10. 魔法力 %+d;
581;500;11;11. 魔法力 %+d;
582;500;12;12. 魔法力 %+d;
583;500;13;13. 魔法力 %+d;
584;500;14;14. 魔法力 %+d;
585;500;15;15. 魔法力 %+d;
701;700;1;1. 体力 %+d;
702;700;2;2. 体力 %+d;
703;700;3;3. 体力 %+d;
704;700;4;4. 体力 %+d;
705;700;5;5. 体力 %+d;
706;700;6;6. 体力 %+d;
707;700;7;7. 体力 %+d;
708;700;8;8. 体力 %+d;
709;700;9;9. 体力 %+d;
710;700;10;10. 体力 %+d;
711;700;1;1. 体力 %+d;
712;700;2;2. 体力 %+d;
713;700;3;3. 体力 %+d;
714;700;4;4. 体力 %+d;
715;700;5;5. 体力 %+d;
716;700;6;6. 体力 %+d;
717;700;7;7. 体力 %+d;
718;700;8;8. 体力 %+d;
719;700;9;9. 体力 %+d;
720;700;10;10. 体力 %+d;
721;700;1;1. 体力 %+d;
722;700;2;2. 体力 %+d;
723;700;3;3. 体力 %+d;
724;700;4;4. 体力 %+d;
725;700;5;5. 体力 %+d;
726;700;6;6. 体力 %+d;
727;700;7;7. 体力 %+d;
728;700;8;8. 体力 %+d;
729;700;9;9. 体力 %+d;
730;700;10;10. 体力 %+d;
731;700;1;1. 体力 %+d;
732;700;2;2. 体力 %+d;
733;700;3;3. 体力 %+d;
734;700;4;4. 体力 %+d;
735;700;5;5. 体力 %+d;
736;700;6;6. 体力 %+d;
737;700;7;7. 体力 %+d;
738;700;8;8. 体力 %+d;
739;700;9;9. 体力 %+d;
740;700;10;10. 体力 %+d;
741;700;11;11. 体力 %+d;
742;700;12;12. 体力 %+d;
743;700;13;13. 体力 %+d;
744;700;14;14. 体力 %+d;
745;700;15;15. 体力 %+d;
746;700;11;11. 体力 %+d;
747;700;12;12. 体力 %+d;
748;700;13;13. 体力 %+d;
749;700;14;14. 体力 %+d;
750;700;15;15. 体力 %+d;
751;700;1;1. 体力 %+d;
752;700;2;2. 体力 %+d;
753;700;3;3. 体力 %+d;
754;700;4;4. 体力 %+d;
755;700;5;5. 体力 %+d;
756;700;6;6. 体力 %+d;
757;700;7;7. 体力 %+d;
758;700;8;8. 体力 %+d;
759;700;9;9. 体力 %+d;
760;700;10;10. 体力 %+d;
761;700;11;11. 体力 %+d;
762;700;12;12. 体力 %+d;
763;700;13;13. 体力 %+d;
764;700;14;14. 体力 %+d;
765;700;15;15. 体力 %+d;
771;700;1;1. 体力 %+d;
772;700;2;2. 体力 %+d;
773;700;3;3. 体力 %+d;
774;700;4;4. 体力 %+d;
775;700;5;5. 体力 %+d;
776;700;6;6. 体力 %+d;
777;700;7;7. 体力 %+d;
778;700;8;8. 体力 %+d;
779;700;9;9. 体力 %+d;
780;700;10;10. 体力 %+d;
781;700;11;11. 体力 %+d;
782;700;12;12. 体力 %+d;
783;700;13;13. 体力 %+d;
784;700;14;14. 体力 %+d;
785;700;15;15. 体力 %+d;
901;900;1;1. 最大 HP %+d;
902;900;2;2. 最大 HP %+d;
903;900;3;3. 最大 HP %+d;
904;900;4;4. 最大 HP %+d;
905;900;5;5. 最大 HP %+d;
906;900;6;6. 最大 HP %+d;
907;900;7;7. 最大 HP %+d;
908;900;8;8. 最大 HP %+d;
909;900;9;9. 最大 HP %+d;
910;900;10;10. 最大 HP %+d;
911;900;1;1. 最大 HP %+d;
912;900;2;2. 最大 HP %+d;
913;900;3;3. 最大 HP %+d;
914;900;4;4. 最大 HP %+d;
915;900;5;5. 最大 HP %+d;
916;900;6;6. 最大 HP %+d;
917;900;7;7. 最大 HP %+d;
918;900;8;8. 最大 HP %+d;
919;900;9;9. 最大 HP %+d;
920;900;10;10. 最大 HP %+d;
941;900;11;11. 最大 HP %+d;
942;900;12;12. 最大 HP %+d;
943;900;13;13. 最大 HP %+d;
944;900;14;14. 最大 HP %+d;
945;900;15;15. 最大 HP %+d;
951;900;1;1. 最大 HP %+d;
952;900;2;2. 最大 HP %+d;
953;900;3;3. 最大 HP %+d;
954;900;4;4. 最大 HP %+d;
955;900;5;5. 最大 HP %+d;
956;900;6;6. 最大 HP %+d;
957;900;7;7. 最大 HP %+d;
958;900;8;8. 最大 HP %+d;
959;900;9;9. 最大 HP %+d;
960;900;10;10. 最大 HP %+d;
961;900;11;11. 最大 HP %+d;
962;900;12;12. 最大 HP %+d;
963;900;13;13. 最大 HP %+d;
964;900;14;14. 最大 HP %+d;
965;900;15;15. 最大 HP %+d;
1101;1100;1;1. 最大 SP %+d;
1102;1100;2;2. 最大 SP %+d;
1103;1100;3;3. 最大 SP %+d;
1104;1100;4;4. 最大 SP %+d;
1105;1100;5;5. 最大 SP %+d;
1106;1100;6;6. 最大 SP %+d;
1107;1100;7;7. 最大 SP %+d;
1108;1100;8;8. 最大 SP %+d;
1109;1100;9;9. 最大 SP %+d;
1110;1100;10;10. 最大 SP %+d;
1111;1100;1;1. 最大 SP %+d;
1112;1100;2;2. 最大 SP %+d;
1113;1100;3;3. 最大 SP %+d;
1114;1100;4;4. 最大 SP %+d;
1115;1100;5;5. 最大 SP %+d;
1116;1100;6;6. 最大 SP %+d;
1117;1100;7;7. 最大 SP %+d;
1118;1100;8;8. 最大 SP %+d;
1119;1100;9;9. 最大 SP %+d;
1120;1100;10;10. 最大 SP %+d;
1141;1100;11;11. 最大 SP %+d;
1142;1100;12;12. 最大 SP %+d;
1143;1100;13;13. 最大 SP %+d;
1144;1100;14;14. 最大 SP %+d;
1145;1100;15;15. 最大 SP %+d;
1151;1100;1;1. 最大 SP %+d;
1152;1100;2;2. 最大 SP %+d;
1153;1100;3;3. 最大 SP %+d;
1154;1100;4;4. 最大 SP %+d;
1155;1100;5;5. 最大 SP %+d;
1156;1100;6;6. 最大 SP %+d;
1157;1100;7;7. 最大 SP %+d;
1158;1100;8;8. 最大 SP %+d;
1159;1100;9;9. 最大 SP %+d;
1160;1100;10;10. 最大 SP %+d;
1161;1100;11;11. 最大 SP %+d;
1162;1100;12;12. 最大 SP %+d;
1163;1100;13;13. 最大 SP %+d;
1164;1100;14;14. 最大 SP %+d;
1165;1100;15;15. 最大 SP %+d;
3901;3900;1;1. 物理最小伤害 %+d％;
3902;3900;2;2. 物理最小伤害 %+d％;
3903;3900;3;3. 物理最小伤害 %+d％;
3904;3900;4;4. 物理最小伤害 %+d％;
3905;3900;5;5. 物理最小伤害 %+d％;
3906;3900;6;6. 物理最小伤害 %+d％;
3907;3900;7;7. 物理最小伤害 %+d％;
3908;3900;8;8. 物理最小伤害 %+d％;
3909;3900;9;9. 物理最小伤害 %+d％;
3910;3900;10;10. 物理最小伤害 %+d％;
3911;3900;1;1. 物理最小伤害 %+d％;
3912;3900;2;2. 物理最小伤害 %+d％;
3913;3900;3;3. 物理最小伤害 %+d％;
3914;3900;4;4. 物理最小伤害 %+d％;
3915;3900;5;5. 物理最小伤害 %+d％;
3916;3900;6;6. 物理最小伤害 %+d％;
3917;3900;7;7. 物理最小伤害 %+d％;
3918;3900;8;8. 物理最小伤害 %+d％;
3919;3900;9;9. 物理最小伤害 %+d％;
3920;3900;10;10. 物理最小伤害 %+d％;
3921;3900;1;1. 物理最小伤害 %+d％;
3922;3900;2;2. 物理最小伤害 %+d％;
3923;3900;3;3. 物理最小伤害 %+d％;
3924;3900;4;4. 物理最小伤害 %+d％;
3925;3900;5;5. 物理最小伤害 %+d％;
3926;3900;6;6. 物理最小伤害 %+d％;
3927;3900;7;7. 物理最小伤害 %+d％;
3928;3900;8;8. 物理最小伤害 %+d％;
3929;3900;9;9. 物理最小伤害 %+d％;
3930;3900;10;10. 物理最小伤害 %+d％;
3931;3900;1;1. 物理最小伤害 %+d％;
3932;3900;2;2. 物理最小伤害 %+d％;
3933;3900;3;3. 物理最小伤害 %+d％;
3934;3900;4;4. 物理最小伤害 %+d％;
3935;3900;5;5. 物理最小伤害 %+d％;
3936;3900;6;6. 物理最小伤害 %+d％;
3937;3900;7;7. 物理最小伤害 %+d％;
3938;3900;8;8. 物理最小伤害 %+d％;
3939;3900;9;9. 物理最小伤害 %+d％;
3940;3900;10;10. 物理最小伤害 %+d％;
3941;3900;11;11. 物理 最小伤害 %+d％;
3942;3900;12;12. 物理 最小伤害 %+d％;
3943;3900;13;13. 物理 最小伤害 %+d％;
3944;3900;14;14. 物理 最小伤害 %+d％;
3945;3900;15;15. 物理 最小伤害 %+d％;
3946;3900;11;11. 物理 最小伤害 %+d％;
3947;3900;12;12. 物理 最小伤害 %+d％;
3948;3900;13;13. 物理 最小伤害 %+d％;
3949;3900;14;14. 物理 最小伤害 %+d％;
3950;3900;15;15. 物理 最小伤害 %+d％;
3951;3900;1;1. 物理最小伤害 %+d％;
3952;3900;2;2. 物理最小伤害 %+d％;
3953;3900;3;3. 物理最小伤害 %+d％;
3954;3900;4;4. 物理最小伤害 %+d％;
3955;3900;5;5. 物理最小伤害 %+d％;
3956;3900;6;6. 物理最小伤害 %+d％;
3957;3900;7;7. 物理最小伤害 %+d％;
3958;3900;8;8. 物理最小伤害 %+d％;
3959;3900;9;9. 物理最小伤害 %+d％;
3960;3900;10;10. 物理最小伤害 %+d％;
3961;3900;11;11. 物理 最小伤害 %+d％;
3962;3900;12;12. 物理 最小伤害 %+d％;
3963;3900;13;13. 物理 最小伤害 %+d％;
3964;3900;14;14. 物理 最小伤害 %+d％;
3965;3900;15;15. 物理 最小伤害 %+d％;
3971;3900;1;1. 物理最小伤害 %+d％;
3972;3900;2;2. 物理最小伤害 %+d％;
3973;3900;3;3. 物理最小伤害 %+d％;
3974;3900;4;4. 物理最小伤害 %+d％;
3975;3900;5;5. 物理最小伤害 %+d％;
3976;3900;6;6. 物理最小伤害 %+d％;
3977;3900;7;7. 物理最小伤害 %+d％;
3978;3900;8;8. 物理最小伤害 %+d％;
3979;3900;9;9. 物理最小伤害 %+d％;
3980;3900;10;10. 物理最小伤害 %+d％;
3981;3900;11;11. 物理 最小伤害 %+d％;
3982;3900;12;12. 物理 最小伤害 %+d％;
3983;3900;13;13. 物理 最小伤害 %+d％;
3984;3900;14;14. 物理 最小伤害 %+d％;
3985;3900;15;15. 物理 最小伤害 %+d％;
4101;4100;1;1. 物理最大伤害 %+d％;
4102;4100;2;2. 物理最大伤害 %+d％;
4103;4100;3;3. 物理最大伤害 %+d％;
4104;4100;4;4. 物理最大伤害 %+d％;
4105;4100;5;5. 物理最大伤害 %+d％;
4106;4100;6;6. 物理最大伤害 %+d％;
4107;4100;7;7. 物理最大伤害 %+d％;
4108;4100;8;8. 物理最大伤害 %+d％;
4109;4100;9;9. 物理最大伤害 %+d％;
4110;4100;10;10. 物理最大伤害 %+d％;
4111;4100;1;1. 物理最大伤害 %+d％;
4112;4100;2;2. 物理最大伤害 %+d％;
4113;4100;3;3. 物理最大伤害 %+d％;
4114;4100;4;4. 物理最大伤害 %+d％;
4115;4100;5;5. 物理最大伤害 %+d％;
4116;4100;6;6. 物理最大伤害 %+d％;
4117;4100;7;7. 物理最大伤害 %+d％;
4118;4100;8;8. 物理最大伤害 %+d％;
4119;4100;9;9. 物理最大伤害 %+d％;
4120;4100;10;10. 物理最大伤害 %+d％;
4121;4100;1;1. 物理最大伤害 %+d％;
4122;4100;2;2. 物理最大伤害 %+d％;
4123;4100;3;3. 物理最大伤害 %+d％;
4124;4100;4;4. 物理最大伤害 %+d％;
4125;4100;5;5. 物理最大伤害 %+d％;
4126;4100;6;6. 物理最大伤害 %+d％;
4127;4100;7;7. 物理最大伤害 %+d％;
4128;4100;8;8. 物理最大伤害 %+d％;
4129;4100;9;9. 物理最大伤害 %+d％;
4130;4100;10;10. 物理最大伤害 %+d％;
4131;4100;1;1. 物理最大伤害 %+d％;
4132;4100;2;2. 物理最大伤害 %+d％;
4133;4100;3;3. 物理最大伤害 %+d％;
4134;4100;4;4. 物理最大伤害 %+d％;
4135;4100;5;5. 物理最大伤害 %+d％;
4136;4100;6;6. 物理最大伤害 %+d％;
4137;4100;7;7. 物理最大伤害 %+d％;
4138;4100;8;8. 物理最大伤害 %+d％;
4139;4100;9;9. 物理最大伤害 %+d％;
4140;4100;10;10. 物理最大伤害 %+d％;
4141;4100;11;11. 物理 最大伤害 %+d％;
4142;4100;12;12. 物理 最大伤害 %+d％;
4143;4100;13;13. 物理 最大伤害 %+d％;
4144;4100;14;14. 物理 最大伤害 %+d％;
4145;4100;15;15. 物理 最大伤害 %+d％;
4146;4100;11;11. 物理 最大伤害 %+d％;
4147;4100;12;12. 物理 最大伤害 %+d％;
4148;4100;13;13. 物理 最大伤害 %+d％;
4149;4100;14;14. 物理 最大伤害 %+d％;
4150;4100;15;15. 物理 最大伤害 %+d％;
4151;4100;1;1. 物理最大伤害 %+d％;
4152;4100;2;2. 物理最大伤害 %+d％;
4153;4100;3;3. 物理最大伤害 %+d％;
4154;4100;4;4. 物理最大伤害 %+d％;
4155;4100;5;5. 物理最大伤害 %+d％;
4156;4100;6;6. 物理最大伤害 %+d％;
4157;4100;7;7. 物理最大伤害 %+d％;
4158;4100;8;8. 物理最大伤害 %+d％;
4159;4100;9;9. 物理最大伤害 %+d％;
4160;4100;10;10. 物理最大伤害 %+d％;
4161;4100;11;11. 物理 最大伤害 %+d％;
4162;4100;12;12. 物理 最大伤害 %+d％;
4163;4100;13;13. 物理 最大伤害 %+d％;
4164;4100;14;14. 物理 最大伤害 %+d％;
4165;4100;15;15. 物理 最大伤害 %+d％;
4171;4100;1;1. 物理最大伤害 %+d％;
4172;4100;2;2. 物理最大伤害 %+d％;
4173;4100;3;3. 物理最大伤害 %+d％;
4174;4100;4;4. 物理最大伤害 %+d％;
4175;4100;5;5. 物理最大伤害 %+d％;
4176;4100;6;6. 物理最大伤害 %+d％;
4177;4100;7;7. 物理最大伤害 %+d％;
4178;4100;8;8. 物理最大伤害 %+d％;
4179;4100;9;9. 物理最大伤害 %+d％;
4180;4100;10;10. 物理最大伤害 %+d％;
4181;4100;11;11. 物理 最大伤害 %+d％;
4182;4100;12;12. 物理 最大伤害 %+d％;
4183;4100;13;13. 物理 最大伤害 %+d％;
4184;4100;14;14. 物理 最大伤害 %+d％;
4185;4100;15;15. 物理 最大伤害 %+d％;
4321;4300;1;1. 魔法最小伤害 %+d％;
4322;4300;2;2. 魔法最小伤害 %+d％;
4323;4300;3;3. 魔法最小伤害 %+d％;
4324;4300;4;4. 魔法最小伤害 %+d％;
4325;4300;5;5. 魔法最小伤害 %+d％;
4326;4300;6;6. 魔法最小伤害 %+d％;
4327;4300;7;7. 魔法最小伤害 %+d％;
4328;4300;8;8. 魔法最小伤害 %+d％;
4329;4300;9;9. 魔法最小伤害 %+d％;
4330;4300;10;10. 魔法最小伤害 %+d％;
4331;4300;1;1. 魔法最小伤害 %+d％;
4332;4300;2;2. 魔法最小伤害 %+d％;
4333;4300;3;3. 魔法最小伤害 %+d％;
4334;4300;4;4. 魔法最小伤害 %+d％;
4335;4300;5;5. 魔法最小伤害 %+d％;
4336;4300;6;6. 魔法最小伤害 %+d％;
4337;4300;7;7. 魔法最小伤害 %+d％;
4338;4300;8;8. 魔法最小伤害 %+d％;
4339;4300;9;9. 魔法最小伤害 %+d％;
4340;4300;10;10. 魔法最小伤害 %+d％;
4341;4300;11;11. 魔法 最小伤害 %+d％;
4342;4300;12;12. 魔法 最小伤害 %+d％;
4343;4300;13;13. 魔法 最小伤害 %+d％;
4344;4300;14;14. 魔法 最小伤害 %+d％;
4345;4300;15;15. 魔法 最小伤害 %+d％;
4346;4300;11;11. 魔法 最小伤害 %+d％;
4347;4300;12;12. 魔法 最小伤害 %+d％;
4348;4300;13;13. 魔法 最小伤害 %+d％;
4349;4300;14;14. 魔法 最小伤害 %+d％;
4350;4300;15;15. 魔法 最小伤害 %+d％;
4361;4300;11;11. 魔法 最小伤害 %+d％;
4362;4300;12;12. 魔法 最小伤害 %+d％;
4363;4300;13;13. 魔法 最小伤害 %+d％;
4364;4300;14;14. 魔法 最小伤害 %+d％;
4365;4300;15;15. 魔法 最小伤害 %+d％;
4371;4300;1;1. 魔法最小伤害 %+d％;
4372;4300;2;2. 魔法最小伤害 %+d％;
4373;4300;3;3. 魔法最小伤害 %+d％;
4374;4300;4;4. 魔法最小伤害 %+d％;
4375;4300;5;5. 魔法最小伤害 %+d％;
4376;4300;6;6. 魔法最小伤害 %+d％;
4377;4300;7;7. 魔法最小伤害 %+d％;
4378;4300;8;8. 魔法最小伤害 %+d％;
4379;4300;9;9. 魔法最小伤害 %+d％;
4380;4300;10;10. 魔法最小伤害 %+d％;
4381;4300;11;11. 魔法 最小伤害 %+d％;
4382;4300;12;12. 魔法 最小伤害 %+d％;
4383;4300;13;13. 魔法 最小伤害 %+d％;
4384;4300;14;14. 魔法 最小伤害 %+d％;
4385;4300;15;15. 魔法 最小伤害 %+d％;
4521;4500;1;1. 魔法最大伤害 %+d％;
4522;4500;2;2. 魔法最大伤害 %+d％;
4523;4500;3;3. 魔法最大伤害 %+d％;
4524;4500;4;4. 魔法最大伤害 %+d％;
4525;4500;5;5. 魔法最大伤害 %+d％;
4526;4500;6;6. 魔法最大伤害 %+d％;
4527;4500;7;7. 魔法最大伤害 %+d％;
4528;4500;8;8. 魔法最大伤害 %+d％;
4529;4500;9;9. 魔法最大伤害 %+d％;
4530;4500;10;10. 魔法最大伤害 %+d％;
4531;4500;1;1. 魔法最大伤害 %+d％;
4532;4500;2;2. 魔法最大伤害 %+d％;
4533;4500;3;3. 魔法最大伤害 %+d％;
4534;4500;4;4. 魔法最大伤害 %+d％;
4535;4500;5;5. 魔法最大伤害 %+d％;
4536;4500;6;6. 魔法最大伤害 %+d％;
4537;4500;7;7. 魔法最大伤害 %+d％;
4538;4500;8;8. 魔法最大伤害 %+d％;
4539;4500;9;9. 魔法最大伤害 %+d％;
4540;4500;10;10. 魔法最大伤害 %+d％;
4541;4500;11;11. 魔法 最大伤害 %+d％;
4542;4500;12;12. 魔法 最大伤害 %+d％;
4543;4500;13;13. 魔法 最大伤害 %+d％;
4544;4500;14;14. 魔法 最大伤害 %+d％;
4545;4500;15;15. 魔法 最大伤害 %+d％;
4546;4500;11;11. 魔法 最大伤害 %+d％;
4547;4500;12;12. 魔法 最大伤害 %+d％;
4548;4500;13;13. 魔法 最大伤害 %+d％;
4549;4500;14;14. 魔法 最大伤害 %+d％;
4550;4500;15;15. 魔法 最大伤害 %+d％;
4561;4500;11;11. 魔法 最大伤害 %+d％;
4562;4500;12;12. 魔法 最大伤害 %+d％;
4563;4500;13;13. 魔法 最大伤害 %+d％;
4564;4500;14;14. 魔法 最大伤害 %+d％;
4565;4500;15;15. 魔法 最大伤害 %+d％;
4571;4500;1;1. 魔法最大伤害 %+d％;
4572;4500;2;2. 魔法最大伤害 %+d％;
4573;4500;3;3. 魔法最大伤害 %+d％;
4574;4500;4;4. 魔法最大伤害 %+d％;
4575;4500;5;5. 魔法最大伤害 %+d％;
4576;4500;6;6. 魔法最大伤害 %+d％;
4577;4500;7;7. 魔法最大伤害 %+d％;
4578;4500;8;8. 魔法最大伤害 %+d％;
4579;4500;9;9. 魔法最大伤害 %+d％;
4580;4500;10;10. 魔法最大伤害 %+d％;
4581;4500;11;11. 魔法 最大伤害 %+d％;
4582;4500;12;12. 魔法 最大伤害 %+d％;
4583;4500;13;13. 魔法 最大伤害 %+d％;
4584;4500;14;14. 魔法 最大伤害 %+d％;
4585;4500;15;15. 魔法 最大伤害 %+d％;
4701;4700;1;1. 移动速度 %+d;
