1548;721005;70;162;7500;魔法抵抗力 %+d;魔法抵抗力 增至：\n%d ~ %d
1549;721005;31;1;12;最大生命值 %+d%%;最大生命值 增至：\n%d%% ~ %d%%
1550;721005;144;38;1725;固定物理伤害减少 %+d;固定物理伤害减少 增至：\n%d ~ %d
1551;721005;244;17;750;固定魔法伤害减少 %+d;固定魔法伤害减少 增至：\n%d ~ %d
1552;721005;495;27;1238;固定物理/魔法伤害减少 %+d;固定物理/魔法伤害减少 增至：\n%d ~ %d
1553;721005;566;110;5100;普通怪物伤害 %+d;普通怪物伤害 增至：\n%d ~ %d
1554;721005;34;108;5000;最大SP %+d;最大SP 增至：\n%d ~ %d
1555;721005;26;80;3720;体力 %+d;体力 增至：\n%d ~ %d
1556;721005;31;1;8;最大生命值 %+d%%;最大生命值 增至：\n%d%% ~ %d%%
1557;721005;90;9;400;物理最小伤害 %+d%%;物理最小伤害 增至：\n%d%% ~ %d%%
1558;721005;98;9;400;魔法最小伤害 %+d%%;魔法最小伤害 增至：\n%d%% ~ %d%%
1559;721005;462;7;300;物理/魔法最小伤害 %+d%%;物理/魔法最小伤害 增至：\n%d%% ~ %d%%
1560;721005;1527;5;225;格挡 %+d;格挡 增至：\n%d ~ %d
1561;721005;573;1;8;普通怪物支配力 %+d‰;普通怪物支配力 增至：\n%d‰ ~ %d‰
1562;721008;216;221;10260;防御力 %+d;防御力 增至：\n%d ~ %d
1563;721008;70;117;5400;魔法抵抗力 %+d;魔法抵抗力 增至：\n%d ~ %d
1564;721008;31;1;9;最大生命值 %+d%%;最大生命值 增至：\n%d%% ~ %d%%
1565;721008;144;27;1242;固定物理伤害减少 %+d;固定物理伤害减少 增至：\n%d ~ %d
1566;721008;244;12;540;固定魔法伤害减少 %+d;固定魔法伤害减少 增至：\n%d ~ %d
1567;721008;495;20;891;固定物理/魔法伤害减少 %+d;固定物理/魔法伤害减少 增至：\n%d ~ %d
1568;721008;140;39;1800;物理固定伤害 %+d;物理固定伤害 增至：\n%d ~ %d
1569;721008;240;39;1800;魔法固定伤害 %+d;魔法固定伤害 增至：\n%d ~ %d
1570;721008;496;39;1800;物理/魔法固定伤害 %+d;物理/魔法固定伤害 增至：\n%d ~ %d
1571;721008;106;3;100;移动速度 %+d;移动速度 增至：\n%d ~ %d
1572;721008;110;-35;-1;跳跃力 %+d;跳跃力 增至：\n%d ~ %d
1573;721008;114;2;50;绳索移动力 %+d;绳索移动力 增至：\n%d ~ %d
1574;721008;118;2;50;攀爬力 %+d;攀爬力 增至：\n%d ~ %d
1575;721008;31;1;6;最大生命值 %+d%%;最大生命值 增至：\n%d%% ~ %d%%
1576;721008;158;1;20;物理暴击率 %+d%%;物理暴击率 增至：\n%d%% ~ %d%%
1577;721008;164;1;20;魔法暴击率 %+d%%;魔法暴击率 增至：\n%d%% ~ %d%%
1578;721008;465;1;15;物理/魔法暴击率 %+d%%;物理/魔法暴击率 增至：\n%d%% ~ %d%%
1579;721008;1527;4;162;格挡 %+d;格挡 增至：\n%d ~ %d
