53025;神秘商人;进入下一个房间可以遇见A级神秘商人，每日只可兑换一次
12026;？？？;进入神秘房间，会有额外怪物和更好的奖励。
13026;？？？;进入神秘房间，会有额外怪物和更好的奖励。
22026;？？？;进入神秘房间，会有额外怪物和更好的奖励。
23026;？？？;进入神秘房间，会有额外怪物和更好的奖励。
32026;？？？;进入神秘房间，会有额外怪物和更好的奖励。
33026;？？？;进入神秘房间，会有额外怪物和更好的奖励。
42026;？？？;进入神秘房间，会有额外怪物和更好的奖励。
43026;？？？;进入神秘房间，会有额外怪物和更好的奖励。
52026;？？？;进入神秘房间，会有额外怪物和更好的奖励。
53026;？？？;进入神秘房间，会有额外怪物和更好的奖励。
61025;神秘商人;进入下一个房间可以遇见C级神秘商人，每日只可兑换一次
63025;神秘商人;进入下一个房间可以遇见A级神秘商人，每日只可兑换一次
62026;？？？;进入神秘房间，会有额外怪物和更好的奖励。
63026;？？？;进入神秘房间，会有额外怪物和更好的奖励。
71025;神秘商人;进入下一个房间可以遇见C级神秘商人，每日只可兑换一次
73025;神秘商人;进入下一个房间可以遇见A级神秘商人，每日只可兑换一次
72026;？？？;进入神秘房间，会有额外怪物和更好的奖励。
73026;？？？;进入神秘房间，会有额外怪物和更好的奖励。
2025;B·拆东墙，补西墙;普通怪物支配力减少50%，精锐怪物支配力增加50%
1026;C·高瞻远瞩;每2分钟增加1%攻击力/属性力
4027;S·十分断魂丹;最大生命值减少50%，最终最大物理/魔法伤害增加35%
1028;C·眩光;受到攻击概率0.5%使目标受到眩晕效果，持续1秒（对BOSS有效）
2028;B·眩光;受到攻击概率1%使目标受到眩晕效果，持续1秒（对BOSS有效）
3028;A·眩光;受到攻击概率1.5%使目标受到眩晕效果，持续1秒（对BOSS有效）
4028;S·眩光;受到攻击概率2%使目标受到眩晕效果，持续1秒（对BOSS有效）
1029;？？？;额外获得[远古能量的土块]*3
2029;？？？;额外获得[远古能量的土块]*6
3029;？？？;额外获得[远古能量的土块]*9
4029;？？？;额外获得[远古能量的土块]*12
1030;？？？;额外获得[神秘碎片]*25
2030;？？？;额外获得[神秘碎片]*50
3030;？？？;额外获得[神秘碎片]*75
4030;？？？;额外获得[神秘碎片]*100
1031;？？？;额外获得[召唤卷轴]*3
2031;？？？;额外获得[召唤卷轴]*5
3031;？？？;额外获得[召唤卷轴]*7
4031;？？？;额外获得[召唤卷轴]*10
1032;？？？;额外获得[技能强化卷轴]*2
2032;？？？;额外获得[技能强化卷轴]*4
3032;？？？;额外获得[技能强化卷轴]*8
4032;？？？;额外获得[技能强化卷轴]*10
1033;？？？;额外获得[高级召唤兽技能强化卷轴]*1
2033;？？？;额外获得[高级召唤兽技能强化卷轴]*2
3033;？？？;额外获得[高级召唤兽技能强化卷轴]*3
4033;？？？;额外获得[高级召唤兽技能强化卷轴]*5
1034;？？？;额外获得[浑沌碎片]*1
2034;？？？;额外获得[浑沌碎片]*2
3034;？？？;额外获得[浑沌碎片]*3
4034;？？？;额外获得[浑沌碎片]*4
